func_name,func_text,query,response
,4045b0  push    r12\n4045b2  push    rbp\n4045b3  mov     rbp, rdi\n4045b6  push    rbx\n4045b7  call    __fpending\n4045bc  mov     ebx, dword  ptr  [rbp]\n4045bf  mov     rdi, rbp\n4045c2  mov     r12, rax\n4045c5  call    rpl_fclose\n4045ca  and     ebx, 0x20\n4045cd  test    ebx, ebx\n4045cf  jne     0x4045e8\n4045d1  test    eax, eax\n4045d3  je      0x4045df\n4045e8  test    eax, eax\n4045ea  jne     0x404608\n4045df  pop     rbx\n4045e0  pop     rbp\n4045e1  pop     r12\n4045e3  ret     \n4045d5  test    r12, r12\n4045d8  mov     eax, 0xffffffff\n4045dd  je      0x404618\n4045ec  call    __errno_location\n404608  pop     rbx\n404609  mov     eax, 0xffffffff\n40460e  pop     rbp\n40460f  pop     r12\n404611  ret     \n404618  call    __errno_location\n4045f1  mov     dword  ptr  [rax], 0x0\n4045f7  mov     eax, 0xffffffff\n4045fc  pop     rbx\n4045fd  pop     rbp\n4045fe  pop     r12\n404600  ret     \n40461d  cmp     dword  ptr  [rax], 0x9\n404620  pop     rbx\n404621  pop     rbp\n404622  pop     r12\n404624  setne   al\n404627  movzx   eax, al\n40462a  neg     eax\n40462c  ret     \n,Name the following assembly function:\n4045b0  push    r12\n4045b2  push    rbp\n4045b3  mov     rbp, rdi\n4045b6  push    rbx\n4045b7  call    __fpending\n4045bc  mov     ebx, dword  ptr  [rbp]\n4045bf  mov     rdi, rbp\n4045c2  mov     r12, rax\n4045c5  call    rpl_fclose\n4045ca  and     ebx, 0x20\n4045cd  test    ebx, ebx\n4045cf  jne     0x4045e8\n4045d1  test    eax, eax\n4045d3  je      0x4045df\n4045e8  test    eax, eax\n4045ea  jne     0x404608\n4045df  pop     rbx\n4045e0  pop     rbp\n4045e1  pop     r12\n4045e3  ret     \n4045d5  test    r12, r12\n4045d8  mov     eax, 0xffffffff\n4045dd  je      0x404618\n4045ec  call    __errno_location\n404608  pop     rbx\n404609  mov     eax, 0xffffffff\n40460e  pop     rbp\n40460f  pop     r12\n404611  ret     \n404618  call    __errno_location\n4045f1  mov     dword  ptr  [rax], 0x0\n4045f7  mov     eax, 0xffffffff\n4045fc  pop     rbx\n4045fd  pop     rbp\n4045fe  pop     r12\n404600  ret     \n40461d  cmp     dword  ptr  [rax], 0x9\n404620  pop     rbx\n404621  pop     rbp\n404622  pop     r12\n404624  setne   al\n404627  movzx   eax, al\n40462a  neg     eax\n40462c  ret     \n,\nClose File and Check for Error Functionsub_4045e4
,4045e4  nop     dword  ptr  [rax]\n,Name the following assembly function:\n4045e4  nop     dword  ptr  [rax]\n,\nNo Operation (NOP)sub_404601
,404601  nop     dword  ptr  [rax]\n,Name the following assembly function:\n404601  nop     dword  ptr  [rax]\n,\nNo Operation (NOP)sub_404612
,404612  nop     word  ptr  [rax+rax]\n,Name the following assembly function:\n404612  nop     word  ptr  [rax+rax]\n,\nNo Operation (NOP)sub_40462d
,40462d  nop     dword  ptr  [rax]\n,Name the following assembly function:\n40462d  nop     dword  ptr  [rax]\n,\nNo Operation (NOP)hard_locale
,404630  sub     rsp, 0x8\n404634  xor     esi, esi\n404636  call    setlocale\n40463b  mov     rdx, rax\n40463e  mov     eax, 0x1\n404643  test    rdx, rdx\n404646  je      0x404665\n404665  add     rsp, 0x8\n404669  ret     \n  404648  lea     rdi,  [0x4053e0]\n  40464f  mov     ecx, 0x2\n  404654  mov     rsi, rdx\n  \n@ 404657  repe cmpsb byte  ptr  [rsi], byte  ptr  [rdi]\n404659  seta    cl\n40465c  sbb     cl, 0x0\n40465f  xor     eax, eax\n404661  test    cl, cl\n404663  jne     0x404670\n@ 404657  repe cmpsb byte  ptr  [rsi], byte  ptr  [rdi]\n  404670  lea     rdi,  [0x4053e2]\n  404677  mov     ecx, 0x6\n  40467c  mov     rsi, rdx\n  \n@ 40467f  repe cmpsb byte  ptr  [rsi], byte  ptr  [rdi]\n404681  seta    al\n404684  sbb     al, 0x0\n404686  test    al, al\n404688  setne   al\n40468b  add     rsp, 0x8\n40468f  ret     \n@ 40467f  repe cmpsb byte  ptr  [rsi], byte  ptr  [rdi]\n,Name the following assembly function:\n404630  sub     rsp, 0x8\n404634  xor     esi, esi\n404636  call    setlocale\n40463b  mov     rdx, rax\n40463e  mov     eax, 0x1\n404643  test    rdx, rdx\n404646  je      0x404665\n404665  add     rsp, 0x8\n404669  ret     \n  404648  lea     rdi,  [0x4053e0]\n  40464f  mov     ecx, 0x2\n  404654  mov     rsi, rdx\n  \n@ 404657  repe cmpsb byte  ptr  [rsi], byte  ptr  [rdi]\n404659  seta    cl\n40465c  sbb     cl, 0x0\n40465f  xor     eax, eax\n404661  test    cl, cl\n404663  jne     0x404670\n@ 404657  repe cmpsb byte  ptr  [rsi], byte  ptr  [rdi]\n  404670  lea     rdi,  [0x4053e2]\n  404677  mov     ecx, 0x6\n  40467c  mov     rsi, rdx\n  \n@ 40467f  repe cmpsb byte  ptr  [rsi], byte  ptr  [rdi]\n404681  seta    al\n404684  sbb     al, 0x0\n404686  test    al, al\n404688  setne   al\n40468b  add     rsp, 0x8\n40468f  ret     \n@ 40467f  repe cmpsb byte  ptr  [rsi], byte  ptr  [rdi]\n,\ncompare_locale()sub_40466a
,40466a  nop     word  ptr  [rax+rax]\n,Name the following assembly function:\n40466a  nop     word  ptr  [rax+rax]\n,\nNo Operation (NOP)locale_charset
,404690  sub     rsp, 0x8\n404694  mov     edi, 0xe\n404699  call    nl_langinfo\n40469e  test    rax, rax\n4046a1  je      0x4046c0\n4046c0  lea     rax,  [0x4053e8]\n4046c7  add     rsp, 0x8\n4046cb  ret     \n4046a3  cmp     byte  ptr  [rax], 0x0\n4046a6  lea     rdx,  [0x4053e8]\n4046ad  cmove   rax, rdx\n4046b1  add     rsp, 0x8\n4046b5  ret     \n,Name the following assembly function:\n404690  sub     rsp, 0x8\n404694  mov     edi, 0xe\n404699  call    nl_langinfo\n40469e  test    rax, rax\n4046a1  je      0x4046c0\n4046c0  lea     rax,  [0x4053e8]\n4046c7  add     rsp, 0x8\n4046cb  ret     \n4046a3  cmp     byte  ptr  [rax], 0x0\n4046a6  lea     rdx,  [0x4053e8]\n4046ad  cmove   rax, rdx\n4046b1  add     rsp, 0x8\n4046b5  ret     \n,\nnl_langinfo()sub_4046b6
,,Name the following assembly function:\n,\nMOV\n\nMOV (Move) is an assembly function used to move data from one location to another.sub_4046cc
,4046cc  nop     dword  ptr  [rax]\n,Name the following assembly function:\n4046cc  nop     dword  ptr  [rax]\n,\nNo Operation (NOP)rpl_fclose
,4046d0  push    r12\n4046d2  push    rbp\n4046d3  push    rbx\n4046d4  mov     rbx, rdi\n4046d7  call    fileno\n4046dc  test    eax, eax\n4046de  mov     rdi, rbx\n4046e1  js      0x404737\n404737  pop     rbx\n404738  pop     rbp\n404739  pop     r12\n40473b  jmp     fclose\n4046e3  call    __freading\n4046e8  test    eax, eax\n4046ea  jne     0x404718\n4046ec  mov     rdi, rbx\n4046ef  call    rpl_fflush\n404718  mov     rdi, rbx\n40471b  call    fileno\n4046f4  test    eax, eax\n4046f6  je      0x404734\n404720  xor     esi, esi\n404722  mov     edx, 0x1\n404727  mov     edi, eax\n404729  call    lseek\n404734  mov     rdi, rbx\n\n404737  pop     rbx\n404738  pop     rbp\n404739  pop     r12\n40473b  jmp     fclose\n4046f8  call    __errno_location\n40472e  cmp     rax, -0x1\n404732  jne     0x4046ec\n4046fd  mov     r12d, dword  ptr  [rax]\n404700  mov     rdi, rbx\n404703  mov     rbp, rax\n404706  call    fclose\n40470b  test    r12d, r12d\n40470e  jne     0x404740\n404710  pop     rbx\n404711  pop     rbp\n404712  pop     r12\n404714  ret     \n404740  mov     dword  ptr  [rbp], r12d\n404744  mov     eax, 0xffffffff\n404749  jmp     0x404710\n,Name the following assembly function:\n4046d0  push    r12\n4046d2  push    rbp\n4046d3  push    rbx\n4046d4  mov     rbx, rdi\n4046d7  call    fileno\n4046dc  test    eax, eax\n4046de  mov     rdi, rbx\n4046e1  js      0x404737\n404737  pop     rbx\n404738  pop     rbp\n404739  pop     r12\n40473b  jmp     fclose\n4046e3  call    __freading\n4046e8  test    eax, eax\n4046ea  jne     0x404718\n4046ec  mov     rdi, rbx\n4046ef  call    rpl_fflush\n404718  mov     rdi, rbx\n40471b  call    fileno\n4046f4  test    eax, eax\n4046f6  je      0x404734\n404720  xor     esi, esi\n404722  mov     edx, 0x1\n404727  mov     edi, eax\n404729  call    lseek\n404734  mov     rdi, rbx\n\n404737  pop     rbx\n404738  pop     rbp\n404739  pop     r12\n40473b  jmp     fclose\n4046f8  call    __errno_location\n40472e  cmp     rax, -0x1\n404732  jne     0x4046ec\n4046fd  mov     r12d, dword  ptr  [rax]\n404700  mov     rdi, rbx\n404703  mov     rbp, rax\n404706  call    fclose\n40470b  test    r12d, r12d\n40470e  jne     0x404740\n404710  pop     rbx\n404711  pop     rbp\n404712  pop     r12\n404714  ret     \n404740  mov     dword  ptr  [rbp], r12d\n404744  mov     eax, 0xffffffff\n404749  jmp     0x404710\n,\nfclose with error checkingsub_404715
,404715  nop     dword  ptr  [rax]\n,Name the following assembly function:\n404715  nop     dword  ptr  [rax]\n,\nNo Operation (NOP)sub_40474b
,40474b  nop     dword  ptr  [rax+rax]\n,Name the following assembly function:\n40474b  nop     dword  ptr  [rax+rax]\n,\nNo Operation (NOP)rpl_fflush
,404750  test    rdi, rdi\n404753  push    rbx\n404754  mov     rbx, rdi\n404757  je      0x40476a\n40476a  mov     rdi, rbx\n40476d  pop     rbx\n40476e  jmp     fflush\n404759  call    __freading\n40475e  test    eax, eax\n404760  je      0x40476a\n404762  test    dword  ptr  [rbx], 0x100\n404768  jne     0x404778\n404778  mov     rdi, rbx\n40477b  mov     edx, 0x1\n404780  xor     esi, esi\n404782  call    rpl_fseeko\n404787  mov     rdi, rbx\n40478a  pop     rbx\n40478b  jmp     fflush\n,Name the following assembly function:\n404750  test    rdi, rdi\n404753  push    rbx\n404754  mov     rbx, rdi\n404757  je      0x40476a\n40476a  mov     rdi, rbx\n40476d  pop     rbx\n40476e  jmp     fflush\n404759  call    __freading\n40475e  test    eax, eax\n404760  je      0x40476a\n404762  test    dword  ptr  [rbx], 0x100\n404768  jne     0x404778\n404778  mov     rdi, rbx\n40477b  mov     edx, 0x1\n404780  xor     esi, esi\n404782  call    rpl_fseeko\n404787  mov     rdi, rbx\n40478a  pop     rbx\n40478b  jmp     fflush\n,\n__freading_wrappersub_404773
,404773  nop     dword  ptr  [rax+rax]\n,Name the following assembly function:\n404773  nop     dword  ptr  [rax+rax]\n,\nNo Operation (NOP)rpl_fseeko
,404790  mov     rax, qword  ptr  [rdi+0x8]\n404794  cmp     qword  ptr  [rdi+0x10], rax\n404798  je      0x4047a0\n4047a0  mov     rax, qword  ptr  [rdi+0x20]\n4047a4  cmp     qword  ptr  [rdi+0x28], rax\n4047a8  jne     0x40479a\n40479a  jmp     fseeko\n4047aa  cmp     qword  ptr  [rdi+0x48], 0x0\n4047af  jne     0x40479a\n4047b1  push    r12\n4047b3  push    rbp\n4047b4  mov     r12d, edx\n4047b7  push    rbx\n4047b8  mov     rbp, rsi\n4047bb  mov     rbx, rdi\n4047be  call    fileno\n4047c3  mov     edx, r12d\n4047c6  mov     rsi, rbp\n4047c9  mov     edi, eax\n4047cb  call    lseek\n4047d0  cmp     rax, -0x1\n4047d4  je      0x4047e2\n4047e2  pop     rbx\n4047e3  pop     rbp\n4047e4  pop     r12\n4047e6  ret     \n4047d6  and     dword  ptr  [rbx], 0xffffffef\n4047d9  mov     qword  ptr  [rbx+0x90], rax\n4047e0  xor     eax, eax\n\n4047e2  pop     rbx\n4047e3  pop     rbp\n4047e4  pop     r12\n4047e6  ret     \n,Name the following assembly function:\n404790  mov     rax, qword  ptr  [rdi+0x8]\n404794  cmp     qword  ptr  [rdi+0x10], rax\n404798  je      0x4047a0\n4047a0  mov     rax, qword  ptr  [rdi+0x20]\n4047a4  cmp     qword  ptr  [rdi+0x28], rax\n4047a8  jne     0x40479a\n40479a  jmp     fseeko\n4047aa  cmp     qword  ptr  [rdi+0x48], 0x0\n4047af  jne     0x40479a\n4047b1  push    r12\n4047b3  push    rbp\n4047b4  mov     r12d, edx\n4047b7  push    rbx\n4047b8  mov     rbp, rsi\n4047bb  mov     rbx, rdi\n4047be  call    fileno\n4047c3  mov     edx, r12d\n4047c6  mov     rsi, rbp\n4047c9  mov     edi, eax\n4047cb  call    lseek\n4047d0  cmp     rax, -0x1\n4047d4  je      0x4047e2\n4047e2  pop     rbx\n4047e3  pop     rbp\n4047e4  pop     r12\n4047e6  ret     \n4047d6  and     dword  ptr  [rbx], 0xffffffef\n4047d9  mov     qword  ptr  [rbx+0x90], rax\n4047e0  xor     eax, eax\n\n4047e2  pop     rbx\n4047e3  pop     rbp\n4047e4  pop     r12\n4047e6  ret     \n,\nThe assembly function is called "lseek".sub_40479f
,40479f  nop     \n,Name the following assembly function:\n40479f  nop     \n,\nNo Operation (NOP)sub_4047e7
,4047e7  nop     word  ptr  [rax+rax]\n,Name the following assembly function:\n4047e7  nop     word  ptr  [rax+rax]\n,\nNo Operation (NOP)sub_404855
,404855  nop     \n,Name the following assembly function:\n404855  nop     \n,\nNo Operation (NOP)sub_404862
,40486c  nop     dword  ptr  [rax]\n,Name the following assembly function:\n40486c  nop     dword  ptr  [rax]\n,\nNo Operation (NOP)atexit
,404870  mov     rdx,  [__dso_handle]\n404877  xor     esi, esi\n404879  jmp     __cxa_atexit\n,Name the following assembly function:\n404870  mov     rdx,  [__dso_handle]\n404877  xor     esi, esi\n404879  jmp     __cxa_atexit\n,\n__cxa_atexit_fini
,404880  sub     rsp, 0x8\n404884  add     rsp, 0x8\n404888  ret     \n,Name the following assembly function:\n404880  sub     rsp, 0x8\n404884  add     rsp, 0x8\n404888  ret     \n,\nRestore Stack Pointer Function
