PredCode,package,Original,Predicted,Thrown
[+],c*tolower@locate@findutils,c*tolower,c*tolower,['BLANK'; 'str'; 'BLANK'; 'BLANK']
[-],looking*at*gnu*locatedb@locate@findutils,looking*at*gnu*locatedb,next*prime,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],human*options@locate@findutils,human*options,human*options,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isalpha@locate@findutils,c*isalpha,c*isalpha,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*iscntrl@locate@findutils,c*iscntrl,c*iscntrl,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],xalloc*die@frcode@findutils,xalloc*die,clear*ungetc,['BLANK'; 'preserving'; 'position'; 'BLANK']
[+],c*isprint@frcode@findutils,c*isprint,c*isprint,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*custom*quoting@frcode@findutils,set*custom*quoting,set*custom*quoting,['BLANK'; 'BLANK'; 'BLANK']
[+],c*islower@frcode@findutils,c*islower,c*islower,['BLANK'; 'BLANK'; 'tag'; 'BLANK']
[-],multunit@units@units,multunit,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],showpointer@units@units,showpointer,inter*maxtoabs,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],yydestruct@units@units,yydestruct,option*set*base,['BLANK'; 'BLANK'; 'BLANK']
[-],uhash@units@units,uhash,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],divunit@units@units,divunit,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isdigit@bigram@findutils,c*isdigit,c*isdigit,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isgraph@bigram@findutils,c*isgraph,c*isgraph,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isalpha@bigram@findutils,c*isalpha,c*isalpha,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],ulookup@units@units,ulookup,,['UNK'; 'BLANK'; 'group'; 'BLANK']
[-],invertunit@units@units,invertunit,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pathend@units@units,pathend,last*component,['BLANK'; 'BLANK']
[-],save*history@units@units,save*history,,['UNK'; 'chdir'; 'BLANK'; 'BLANK']
[-],freeunit@units@units,freeunit,find*symbol*list,['BLANK']
[-],checkvar@units@units,checkvar,host*is*localhost,['BLANK']
[-],unit2num@units@units,unit2num,builtin*decode,['BLANK'; 'BLANK']
[-],copyproduct@units@units,copyproduct,dicod*Pfdset,['BLANK'; 'BLANK']
[-],sortunit@units@units,sortunit,,['UNK'; 'BLANK'; 'from'; 'run']
[-],tryallunits@units@units,tryallunits,write*sequence,['BLANK'; 'BLANK']
[-],ignore*dimless@units@units,ignore*dimless,hostlist*push,['BLANK'; 'BLANK']
[+],close*stdout@bigram@findutils,close*stdout,close*stdout,['BLANK'; 'BLANK']
[+],xrealloc@bigram@findutils,xrealloc,xrealloc,['BLANK'; 'line'; 'BLANK']
[+],quotearg*alloc*mem@bigram@findutils,quotearg*alloc*mem,quotearg*alloc*mem,['BLANK']
[+],clone*quoting*options@bigram@findutils,clone*quoting*options,clone*quoting*options,['BLANK']
[+],quotearg*buffer@bigram@findutils,quotearg*buffer,quotearg*buffer,['BLANK'; 'BLANK']
[+],x2nrealloc@bigram@findutils,x2nrealloc,x2nrealloc,['BLANK'; 'BLANK'; 'construct']
[-],insert*type@find@findutils,insert*type,do*send*data,['BLANK'; 'mask'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*used@find@findutils,parse*used,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],guess*time*tm@find@findutils,guess*time*tm,guess*time*tm,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],cleanup*initial*cwd@find@findutils,cleanup*initial*cwd,xalloc*die,['BLANK'; 'read'; 'BLANK'; 'in'; 'BLANK'; 'BLANK']
[-],pred*newerXY@find@findutils,pred*newerXY,init*in*end,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],is*used*fs*type@find@findutils,is*used*fs*type,module*load,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],quotearg*alloc*mem@find@findutils,quotearg*alloc*mem,quotearg*alloc*mem,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],mb*copy@find@findutils,mb*copy,mb*copy,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],hash*get*max*bucket*length@find@findutils,hash*get*max*bucket*length,hash*get*max*bucket*length,['BLANK'; 'BLANK'; 'BLANK']
[-],record*initial*cwd@find@findutils,record*initial*cwd,get,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],bc*do*exec@find@findutils,bc*do*exec,info*buffer*ref,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*comp*type@find@findutils,get*comp*type,conffile*errmsg,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],digits*to*date*time@find@findutils,digits*to*date*time,digits*to*date*time,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],i*ring*push@find@findutils,i*ring*push,i*quoting*options,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],find*first*leak*callback@find@findutils,find*first*leak*callback,find*match,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],yesno@find@findutils,yesno,yesno,['BLANK'; 'field'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],fts*palloc@find@findutils,fts*palloc,fts*palloc,['BLANK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],find*parser@find@findutils,find*parser,mu*tcp*wrapper*prefork,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],subtree*has*side*effects@find@findutils,subtree*has*side*effects,read*section*line,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],argmatch*valid@find@findutils,argmatch*valid,argmatch*valid,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],hash*clear@find@findutils,hash*clear,hash*clear,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],version*etc*arn@find@findutils,version*etc*arn,version*etc*arn,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],rpl*fseeko@find@findutils,rpl*fseeko,rpl*fseeko,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],unibyte*qmark*chars@find@findutils,unibyte*qmark*chars,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'map']
[-],run*in*dirfd@find@findutils,run*in*dirfd,close,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],hash*find*entry@find@findutils,hash*find*entry,hash*find*entry,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],do*fprintf@find@findutils,do*fprintf,rewrite*state*load,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],run*in*dir@find@findutils,run*in*dir,close*stdout,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],i*ring*pop@find@findutils,i*ring*pop,i*ring*pop,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],cleanup@find@findutils,cleanup,read,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*regex*type*name@find@findutils,get*regex*type*name,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*regex*type*context@find@findutils,get*regex*type*context,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*context@find@findutils,parse*context,add*params,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],process*all*startpoints@find@findutils,process*all*startpoints,ipmi*config*sensors*data*conf*get*section,['BLANK']
[-],getgroup@find@findutils,getgroup,getuser,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],check*option*combinations@find@findutils,check*option*combinations,mh*symbol,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],mbslen@locate@findutils,mbslen,mbslen,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],extend@locate@findutils,extend,md5*to*line*start,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],mb*copy@locate@findutils,mb*copy,mb*copy,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*program*name@frcode@findutils,set*program*name,set*program*name,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*char*quoting@frcode@findutils,set*char*quoting,set*char*quoting,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],replacectrlchars@units@units,replacectrlchars,check,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],showfuncdefinition@units@units,showfuncdefinition,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],addunit@units@units,addunit,edit*get*argument,['BLANK'; 'BLANK'; 'BLANK'; 'cmd'; 'BLANK']
[-],isfract@units@units,isfract,convert*length,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],removespaces@units@units,removespaces,extract*escape,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],cancelunit@units@units,cancelunit,convert*put,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],reduceunit@units@units,reduceunit,wsnode*free,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],growbuffer@units@units,growbuffer,get,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],getprogramname@units@units,getprogramname,ident,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],moveproduct@units@units,moveproduct,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'nodes']
[+],group*number@locate@findutils,group*number,group*number,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],close*stream@locate@findutils,close*stream,close*stream,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*seclevel@frcode@findutils,get*seclevel,ipv6*static*address*set,['UNK'; 'BLANK']
[+],locale*charset@frcode@findutils,locale*charset,locale*charset,['BLANK'; 'locale'; 'BLANK'; 'BLANK']
[-],replace*minus@units@units,replace*minus,parse,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],freefunction@units@units,freefunction,free,['BLANK'; 'parse'; 'next'; 'BLANK'; 'BLANK']
[-],remaplocale@units@units,remaplocale,mc,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],replacealias@units@units,replacealias,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],processargs@units@units,processargs,ipmi*fru*output*oem*record,['BLANK']
[-],newalias@units@units,newalias,hostlist*iterator*create,['BLANK'; 'BLANK'; 'BLANK']
[-],completeunits@units@units,completeunits,load,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],getuser*readline@units@units,getuser*readline,get*int,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],showtable@units@units,showtable,do*parse,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],getdatadir@units@units,getdatadir,ipmi*oem*output,['UNK'; 'BLANK'; 'UNK']
[-],fgetslong@units@units,fgetslong,check*sol*function,['BLANK'; 'BLANK'; 'BLANK']
[-],rootunit@units@units,rootunit,is*do*dir,['BLANK'; 'BLANK'; 'BLANK']
[-],float2rat@units@units,float2rat,,['UNK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],compareproducts@units@units,compareproducts,check*conf*section,['BLANK'; 'BLANK'; 'BLANK']
[-],checkunitname@units@units,checkunitname,find*callback,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],checksigdigits@units@units,checksigdigits,get*page,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],close*stream@bigram@findutils,close*stream,close*stream,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],quotearg*n*options@frcode@findutils,quotearg*n*options,quotearg*n*options,['BLANK'; 'BLANK']
[-],parseunit@units@units,parseunit,randread*error,['BLANK'; 'BLANK'; 'BLANK']
[-],showanswer@units@units,showanswer,edit*init*check*cmd,['BLANK']
[-],findunitsfile@units@units,findunitsfile,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK']
[-],findlocalemap@units@units,findlocalemap,,['UNK'; 'BLANK'; 'verify'; 'BLANK'; 'BLANK']
[-],unitslex@units@units,unitslex,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],copyfunctype@units@units,copyfunctype,hash*table,['BLANK'; 'BLANK'; 'BLANK']
[-],fgetscont@units@units,fgetscont,,['UNK'; 'BLANK'; 'BLANK'; 'number'; 'BLANK']
[-],processunit@units@units,processunit,parser*parse*help,['BLANK'; 'BLANK']
[-],funcunit@units@units,funcunit,env*eval,['BLANK'; 'BLANK'; 'BLANK']
[+],skip*delim@direvent@direvent,skip*delim,skip*delim,['BLANK'; 'BLANK'; 'BLANK']
[+],grecs*node*exact*match@direvent@direvent,grecs*node*exact*match,grecs*node*exact*match,['BLANK']
[-],grecs*grecs*tnamerr@direvent@direvent,grecs*grecs*tnamerr,yytnamerr,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],grecs*list*compare@direvent@direvent,grecs*list*compare,grecs*list*node*info,['BLANK']
[+],symtab*rehash@direvent@direvent,symtab*rehash,symtab*rehash,['BLANK'; 'BLANK'; 'BLANK']
[+],grecs*value*match@direvent@direvent,grecs*value*match,grecs*value*match,['BLANK'; 'BLANK']
[-],GetInteger@mod@mcsim,GetInteger,scan,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],DefineScaleEqn@mod@mcsim,DefineScaleEqn,adns*hostaddr,['BLANK'; 'BLANK'; 'BLANK']
[-],UnrollEquation@mod@mcsim,UnrollEquation,unescape,['BLANK'; 'BLANK'; 'string'; 'BLANK']
[-],NextListItem@mod@mcsim,NextListItem,,['UNK'; 'BLANK'; 'file'; 'BLANK'; 'BLANK']
[-],Write*R*Roots@mod@mcsim,Write*R*Roots,fts*read,['BLANK'; 'BLANK'; 'BLANK']
[-],DefineJacobEqn@mod@mcsim,DefineJacobEqn,pap*hostaddr,['BLANK'; 'BLANK'; 'BLANK']
[-],Write*R*Scale@mod@mcsim,Write*R*Scale,do,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],EvalUnary@mod@mcsim,EvalUnary,uvwrite*chat,['BLANK'; 'BLANK'; 'BLANK']
[-],Write*R*Events@mod@mcsim,Write*R*Events,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],ProcessDTStatement@mod@mcsim,ProcessDTStatement,header*parse,['BLANK'; 'BLANK'; 'BLANK']
[+],quotearg*n*options@bigram@findutils,quotearg*n*options,quotearg*n*options,['BLANK'; 'BLANK']
[-],compile@chew@gdb,compile,parse*xml*options,['BLANK'; 'BLANK']
[-],parse*samefile@find@findutils,parse*samefile,panel*act,['UNK'; 'BLANK'; 'BLANK']
[+],knuth*morris*pratt@find@findutils,knuth*morris*pratt,knuth*morris*pratt,['BLANK'; 'BLANK']
[-],get*info@find@findutils,get*info,file*progress*update,['BLANK'; 'BLANK']
[+],rpl*fcntl@find@findutils,rpl*fcntl,rpl*fcntl,['BLANK'; 'line'; 'BLANK']
[+],quotearg*n*options@find@findutils,quotearg*n*options,quotearg*n*options,['BLANK'; 'BLANK']
[-],extract*interval@units@units,extract*interval,mh*get*string,['BLANK'; 'BLANK']
[-],addtolist@units@units,addtolist,parse*variable,['BLANK'; 'BLANK'; 'BLANK']
[-],personalfile@units@units,personalfile,write*file,['BLANK'; 'UNK'; 'BLANK']
[-],round*to*displayed@units@units,round*to*displayed,vfs,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],expunit@units@units,expunit,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],bulletize@chew@gdb,bulletize,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*perm@find@findutils,parse*perm,fmtspec,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],impl*pred*exec@find@findutils,impl*pred*exec,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK']
[±],get*relative*timestamp@find@findutils,get*relative*timestamp,get*variable*char,['BLANK'; 'BLANK']
[+],mbuiter*multi*next@find@findutils,mbuiter*multi*next,mbuiter*multi*next,['BLANK'; 'BLANK']
[-],newunit@units@units,newunit,api*get*text*text,['BLANK']
[-],showunit@units@units,showunit,hash*get*alias*string,['BLANK']
[-],reduceproduct@units@units,reduceproduct,load*variable,['BLANK'; 'BLANK'; 'BLANK']
[-],showunitname@units@units,showunitname,pap*hostaddr,['BLANK'; 'to'; 'buf']
[-],getprogdir@units@units,getprogdir,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],fts*close@find@findutils,fts*close,fts*close,['BLANK'; 'BLANK'; 'BLANK']
[-],bc*do*insert@find@findutils,bc*do*insert,expand*name,['BLANK'; 'BLANK'; 'BLANK']
[-],pred*empty@find@findutils,pred*empty,fts*stat,['BLANK'; 'BLANK'; 'BLANK']
[-],update*limit@find@findutils,update*limit,checkc*query,['BLANK'; 'BLANK'; 'BLANK']
[-],parse*group@find@findutils,parse*group,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],showfunc@units@units,showfunc,file*enter,['BLANK'; 'BLANK'; 'BLANK']
[-],unitpower@units@units,unitpower,,['UNK'; 'BLANK'; 'file'; 'BLANK'; 'BLANK']
[-],showunitlist@units@units,showunitlist,edit*block*menu*cmd,['BLANK']
